sample_id,F0-Off
19542,86136.35
1211,13127.16
25434,109635.27
42410,13146.05
61985,9490.1
66378,11553.28
50613,391050.8
37463,11531.67
1886,17233.34
83,17823.98
35854,38579.6
55071,9205.04
12675,107603.8
27873,12026.79
15557,17323.35
56231,47917.27
67967,9421.84
5224,17476.22
67645,300609.3
17061,111438.39
42425,12940.79
29655,14668.29
28909,40960.76
63258,121521.77
61968,9500.78
18065,17408.68
13328,100266.05
23547,4465.77
64436,9143.66
29366,12668.38
6874,17785.59
54700,126978.65
29856,36497.15
47951,413766.03
65536,9665.54
21943,81180.88
66330,9653.88
53455,9319.81
35746,10448.59
42918,8995.66
17179,5456.65
39853,14514.52
38576,46653.05
21290,94601.3
26703,17579.54
37190,12311.87
27472,12501.09
34149,39356.31
56362,118829.06
68430,119961.52
66916,298589.84
11968,116117.87
7949,17948.81
41575,13066.28
520,87415.2
49298,14451.37
49927,35796.76
12815,118465.66
60932,9198.32
50328,49191.68
24180,18032.9
56885,9117.46
26103,11483.78
32671,13444.59
29192,13042.49
1069,18045.31
60298,9301.03
32429,39295.18
28034,35510.36
58696,9731.0
42254,9094.37
9568,17469.18
61586,121011.07
49548,42588.53
68493,120346.75
14079,4055.69
35825,37841.9
33547,13406.78
9905,74098.48
10725,107331.95
21343,87719.5
21177,96814.61
38245,12341.35
43870,9103.82
61192,9061.34
23441,17341.82
19143,4783.7
9898,73477.62
44106,12998.74
57644,9112.66
12588,107312.18
34869,13114.1
67747,301279.94
58489,9340.11
43237,13061.92
29374,12664.92
4995,106207.8
42219,9359.5
49078,9360.71
24771,101759.81
35212,13216.12
2148,88590.0
4397,17690.65
65728,47656.98
51145,49832.3
27148,124080.9
6286,17475.6
58537,9326.49
13404,101568.35
49918,35723.64
5688,76260.04
19441,91701.95
66651,122262.31
31922,13960.14
64103,122554.12
11568,13491.78
44660,35571.69
26612,18267.08
28041,35188.1
22019,81248.3
36733,35372.3
29699,14650.76
15277,98545.66
40375,13366.84
57724,9096.56
45719,35524.03
47429,36111.8
61328,9497.57
6227,18012.22
68338,48448.06
27696,12657.63
61547,121782.36
63919,9612.63
57545,9197.0
7585,89062.78
66255,9522.0
46018,48687.61
20011,17443.93
5297,17601.18
15201,97876.35
41964,83379.44
30411,12793.83
13715,113360.84
33548,13406.65
43044,9188.37
303,12642.5
21785,4926.5
63315,121107.1
29348,13910.58
27437,113194.52
18218,16904.31
40096,38613.92
66797,299246.9
48594,22267.73
37327,12010.52
67234,9951.42
66247,9489.88
60846,285950.5
39412,47995.24
26231,103887.38
32182,10770.62
57087,46458.68
47310,35555.44
23512,5787.97
44948,42680.0
57891,9054.03
11519,13480.12
48149,9521.98
42016,82706.31
22696,10460.85
34979,33096.2
4998,105218.88
65096,296516.28
28954,39987.13
21242,93282.77
29321,12667.38
68242,47082.57
47123,412057.62
57897,9036.93
11757,102902.47
51593,9465.94
69,17826.22
57566,9195.32
46105,126667.74
38098,13105.34
64055,52207.42
17276,5465.55
67903,8986.7
28123,35539.48
32452,40733.3
13829,6782.86
12026,18078.54
34087,38542.57
11260,17681.83
34339,12488.2
27740,12558.69
31137,12437.63
35620,11210.44
29243,13036.85
28266,49202.8
27265,102705.91
39614,12594.35
10861,101117.57
23673,77655.64
9216,82611.38
45277,123558.84
43372,20530.24
9796,10773.09
47294,35682.35
13078,17816.18
46403,35841.65
65857,121959.8
5523,12637.52
475,87473.83
15685,17285.51
54040,189605.6
48578,22560.35
26771,17973.6
2658,18077.12
29891,49076.92
19824,17465.28
41296,8936.54
24150,17306.06
63683,9358.37
46641,43229.19
43258,13095.23
5148,17472.36
741,85009.82
44264,20589.72
41680,23161.44
23396,4879.24
30684,38672.24
37528,38632.14
50111,43379.18
8718,17957.32
4103,91564.21
5846,102882.99
17559,6800.07
51186,49367.16
49365,20033.4
49681,131362.31
63369,297611.88
15996,94630.92
36920,13380.82
21409,88243.27
58827,47641.96
10659,11883.83
2516,105234.02
39363,49225.8
28914,39121.83
54014,183600.31
3950,88187.77
22914,84728.97
62962,9087.59
8325,86637.41
3771,12638.6
8040,12380.57
28241,50049.86
30513,12743.16
8011,12589.93
50475,124253.57
22709,7674.64
26940,12239.1
60851,288053.34
10409,17836.66
1269,12786.28
20168,101022.37
8315,86527.38
66430,11442.54
37942,12636.33
60094,8945.28
68152,11287.04
56177,8955.37
17028,111439.9
4035,93999.58
33309,41324.51
25064,17428.33
56156,9017.28
8892,11308.73
6388,14904.8
38040,13815.26
23023,152715.52
63743,9317.39
60378,9387.6
24894,18320.92
14032,4183.62
58561,9320.85
9391,87446.95
55310,9009.22
8978,12151.17
1915,17179.69
40485,12564.7
37283,12351.93
17472,5069.33
17716,81281.58
3065,90671.16
63680,9535.89
25914,17887.36
56776,9124.82
3123,90670.91
10406,17836.95
12701,106266.7
3603,18018.68
41628,22098.61
39534,13126.15
44599,167112.44
15268,96673.05
49935,35743.93
2152,88388.95
55659,294542.97
33901,14402.98
63224,121716.77
39162,11847.56
2034,11092.39
55379,47251.22
64873,44628.06
15840,10793.61
6809,110645.06
33750,13879.38
36156,12383.07
11241,17743.51
62929,9088.65
14984,8489.4
19244,4088.13
63534,9187.6
9500,17420.27
27689,12774.25
21803,13020.63
57014,9105.38
12931,17774.37
61166,9101.24
19883,18022.45
17812,81547.56
42627,52969.0
18002,88543.31
20019,17852.67
20064,11634.64
65954,300919.53
36676,35344.93
49207,14686.42
43562,45887.7
15229,98111.58
43386,21198.37
24306,16978.28
25576,103216.62
43866,9119.61
64047,43436.06
14147,12069.15
29982,48342.58
59489,9557.23
26312,105862.45
6677,106916.4
2696,17819.95
58740,9665.95
46863,49377.01
29325,12671.83
1746,17992.4
16690,11612.76
68040,9351.08
53325,9149.94
42153,9095.56
27786,12185.8
67543,121943.05
34505,12631.98
26068,13159.78
27145,104600.3
52174,47371.72
6897,17784.16
15141,89733.46
26011,17870.93
56467,119949.17
23332,16417.83
18861,108700.91
6050,17797.12
53405,10290.62
36151,12382.73
62289,43433.51
52067,46361.5
40534,12505.07
39611,13212.01
55011,8845.87
13149,17402.56
64952,120526.7
37740,49579.1
42896,119905.88
124,17745.55
14394,90244.97
64432,9143.94
37512,39755.06
30469,12746.91
23808,87742.52
62873,9439.76
23010,82288.5
60743,119377.17
28672,12340.77
21042,77897.16
54041,190502.94
23040,86054.71
49638,132220.83
60355,9391.26
44704,35520.52
41204,9001.57
26660,17206.64
43314,12877.29
64630,9190.92
43928,9087.92
23301,11040.72
58748,9368.88
25936,17885.1
44161,12930.21
21402,83807.06
68414,120948.97
44569,166985.98
30363,13311.03
7139,17929.52
20274,112183.91
25826,17151.23
24181,17997.91
34883,14140.92
46217,414086.38
10354,17977.18
13546,105288.07
25660,107122.36
54227,35849.83
3030,90714.1
51254,124698.3
37732,51039.76
24280,17888.47
39866,13572.03
23665,75583.54
21005,5232.16
25810,18103.95
31224,12198.83
6700,106638.09
60150,8944.58
16628,12839.9
25782,17178.12
16636,11800.62
41763,36711.24
27254,102718.23
13624,114417.77
20854,5014.55
4729,85117.27
8288,85908.32
45036,41594.35
15356,136696.67
19802,17502.83
64256,295134.66
42734,39175.5
22003,80169.01
3344,112675.79
55006,8852.31
34990,33112.82
62365,122069.29
50232,49926.78
52547,35687.72
19115,4861.75
39854,14100.18
39323,34380.81
33362,48944.29
40078,37851.4
58222,296233.4
44425,51951.55
65376,9357.98
53849,58987.34
26266,97795.91
61345,9351.77
3283,107406.72
59886,125747.93
46834,49142.46
42850,112370.09
21222,94912.27
8936,11303.63
32446,39176.46
16505,17967.96
47624,50135.89
60457,9644.1
57718,9122.93
46783,52926.86
62851,9457.02
60896,330578.03
38891,12459.58
37305,12161.44
45186,47514.34
1874,17221.49
52116,46048.58
10125,89136.02
48616,21898.08
5423,18961.64
32521,50581.96
28384,13270.76
54066,35303.4
19541,86245.3
57370,300798.47
37385,11906.67
63389,297276.94
61773,300034.12
66165,9148.38
38156,13010.65
26460,108356.73
9628,17079.05
36679,34904.07
4133,95540.62
9465,17419.13
60618,47527.42
1720,17993.17
26765,18360.86
42084,9125.66
20665,5788.79
22939,82024.66
7728,17606.01
28422,13203.83
1754,17992.1
27906,11748.69
67842,9161.63
20765,5005.05
4007,96317.44
54875,421689.6
65219,9248.93
19512,85679.87
50949,43229.33
20865,5001.53
26181,120897.36
37736,50266.35
693,90187.2
51183,48626.6
47458,35871.02
7671,89531.89
11039,110764.95
50067,43386.44
68470,120702.56
6898,17784.28
53508,14655.81
41840,36721.68
17810,85187.26
31279,12156.04
19232,4288.36
5332,17628.12
50082,43213.15
59692,41121.2
52931,125490.24
47947,415932.9
61112,9104.87
31532,37620.38
37489,40010.4
20195,90167.9
32361,38068.02
33939,14934.06
41347,9252.87
43488,41770.29
13437,101555.0
46200,421901.8
66802,300043.8
46046,126639.52
43140,9227.44
58921,124811.87
60426,9706.16
41810,36663.56
43245,13173.5
51129,48955.51
44856,35552.43
12167,17728.44
27125,98550.3
6042,17798.13
58729,9700.51
40219,48770.43
54518,48022.11
60882,287645.44
51681,9574.83
47456,35864.42
58082,120784.24
36735,35080.03
60307,9303.99
15215,98211.15
46565,36185.56
56871,9136.76
68552,298823.9
35025,35370.39
28488,12869.06
40519,12551.7
51653,9601.21
14427,91441.27
49878,35514.68
45678,35596.93
39178,10371.21
30159,12905.67
27492,12500.73
29585,12945.98
68614,300012.8
59925,302949.38
39183,34813.0
42684,39187.68
24547,93734.8
55384,46981.14
20909,5002.72
19493,86547.08
2546,105890.86
48192,9578.2
27490,12500.59
53075,417764.9
38996,14609.77
30796,47506.54
40104,37150.38
67087,9307.57
8038,12364.84
16973,107394.7
51529,9562.56
28410,13241.76
63166,45168.29
26369,105506.8
6506,88240.42
25223,11813.28
33273,39485.92
44029,9062.99
56056,9047.88
57713,9098.03
2994,11728.36
28178,49178.83
19827,17067.28
61110,9112.84
45619,35654.38
68056,9230.17
35115,49215.12
68262,47294.1
59611,9469.65
34599,12604.35
12357,13590.86
50228,50085.35
5159,17472.39
18320,11152.41
8842,17727.28
67097,9308.01
39632,12522.7
45043,41312.38
32499,50578.57
54185,34953.55
46952,125084.43
8786,17649.44
54362,43267.68
35282,13141.1
7999,18101.24
46831,49403.12
3106,90770.82
10316,17980.84
68304,51120.99
49222,14420.58
31363,15355.73
18957,5159.87
8442,98941.83
45490,35529.61
11303,17112.9
64299,294991.4
34214,48765.97
47893,126134.03
30061,13190.49
14596,5150.58
35122,47454.59
21327,83963.55
22283,98593.03
13159,15402.37
51748,9511.7
33202,40850.48
6189,17876.05
49087,9343.4
34168,39881.17
42560,21150.88
38123,13105.22
44516,168390.55
60302,10516.85
36359,12147.15
39617,12563.7
59559,9480.34
13858,5459.69
65466,9251.23
26433,105702.27
11755,103623.22
11890,108312.91
8991,11146.99
56672,9203.79
61901,9136.88
49161,9302.32
30174,12884.51
21772,8009.49
55667,293079.47
49917,35818.16
32436,38659.32
12527,103123.18
16138,106820.59
27792,12222.76
20603,19883.28
8656,17946.32
38554,46617.33
33544,13407.16
45029,41972.36
48001,415870.3
64520,9326.1
46756,41903.01
63526,9188.15
35914,48751.78
32488,50578.02
20689,5599.44
31206,12189.72
41301,8937.09
7861,17611.2
30552,13315.32
1930,17223.23
49023,9232.9
52400,35639.73
13143,17338.24
49104,10325.9
53595,16483.47
53712,20226.96
63480,297609.56
46726,42536.3
17193,11524.79
12570,103254.39
13967,4959.15
53572,18432.07
6492,95531.05
2077,11100.76
43309,13066.78
30404,14607.35
41615,22375.32
32504,49055.01
49302,22135.39
26167,12641.64
22647,4957.01
38716,13135.09
50698,35337.37
50039,35128.36
35759,37845.78
27768,12213.19
7665,88591.3
11851,104395.11
68179,11211.94
11675,108369.55
16787,110079.04
57791,9089.91
61972,9507.29
48584,22283.33
2735,18041.58
65572,10001.27
50394,124210.31
18520,84337.39
49456,22778.94
45389,381957.1
30,17829.26
66295,9444.63
54413,43236.58
21570,5224.51
5700,76006.44
51092,49888.96
34511,12715.22
4336,17771.35
45208,122261.9
10683,11750.08
42381,12957.35
22682,16347.59
32138,12985.44
53580,14243.24
18312,12507.14
19709,101106.62
21564,8516.55
3843,12204.48
60646,120862.38
40282,49139.64
45211,123474.38
48946,9337.11
13905,11503.22
61390,43435.02
64177,123004.52
67357,48472.21
58671,9408.74
15174,98073.11
15419,100100.37
30604,39250.88
31564,37804.0
26989,13097.49
42701,39074.98
49277,14412.24
50752,35000.56
2461,105245.83
66401,11491.82
51197,124959.56
53050,125655.18
19639,99286.73
65527,10072.99
37695,49845.99
14327,90082.3
23300,13224.01
33327,49291.04
58804,47619.79
67993,9476.62
26491,108664.67
11610,104960.65
14518,85499.63
66366,11464.79
963,17667.08
4456,17581.57
66374,11639.67
1372,80238.08
8177,85824.96
6822,110097.13
2478,106460.46
41740,22101.95
7981,18003.54
60096,8945.54
45183,47675.05
39847,12778.86
12915,17777.62
28998,39911.83
50483,392327.53
46286,416088.2
35899,49433.74
19942,18155.8
66062,300268.28
22720,7506.73
42451,17834.32
12046,18077.88
6210,17888.92
20857,17683.14
5408,17681.32
58284,294560.84
66207,9011.66
14139,4689.08
11798,103962.0
29020,39682.54
64996,120523.62
20935,11330.87
62197,8979.01
26003,17618.99
48898,95397.83
10300,17981.48
53370,9366.35
42644,39085.3
28156,35972.01
29750,36567.54
5723,102613.94
12388,13582.95
20357,104296.1
15715,16912.62
10379,17963.29
38649,13178.67
37020,13149.94
41463,9081.27
26345,105861.88
61374,46322.5
26731,18312.31
26865,18093.18
37228,12414.79
30821,47017.71
10689,11650.71
45754,34617.35
53833,59311.82
6039,17798.45
35354,12919.35
66422,11535.05
39463,49500.46
63202,44882.4
7262,12580.07
37815,13013.85
66709,122044.16
43426,20579.86
40503,12829.12
14828,11243.5
55438,47042.62
28033,35539.49
17506,4690.23
8804,17602.81
17562,4490.48
56397,117723.23
45837,42740.54
34581,12599.28
59916,126160.04
20890,13614.88
17306,6483.3
51753,9533.4
21987,81300.08
1825,17920.3
41837,36759.5
10536,17050.44
24156,18493.8
44653,35572.86
36854,50727.24
58273,294494.9
33861,13280.41
43068,9200.43
4428,17431.04
59267,9195.27
21131,77138.99
2464,132536.34
10101,88903.78
6790,109910.51
22662,12208.07
60451,9381.53
9899,73497.52
2294,106717.13
16389,17180.83
56759,9169.37
7146,17803.56
67879,9138.41
54128,35292.65
60264,9305.62
36243,12401.91
1032,17956.75
38551,47340.61
63374,296608.4
31292,12108.12
61898,9137.07
50962,43094.22
23412,10621.73
44596,182263.92
14115,9286.76
45540,35516.13
43482,41248.86
28769,11087.97
17146,110011.75
37627,50200.85
37608,37800.62
24102,18355.09
19676,100150.03
38086,13105.58
46497,35810.27
55529,121616.42
1990,16947.45
15944,87371.74
5713,75925.46
60013,303192.12
18128,17607.43
13771,5451.65
45138,48839.24
24919,17735.9
66653,122113.57
37122,12831.46
46808,49489.8
19463,86212.49
55406,46981.86
45485,35530.21
66495,59539.45
47697,51032.42
42011,133067.7
54188,34598.36
27420,112232.87
6113,17713.8
57770,9047.39
35761,40149.94
36161,12337.8
10394,17944.76
44262,19334.42
32010,13966.4
58301,292621.94
5838,101992.31
28122,35568.61
33153,12330.14
6071,17793.41
1891,17291.32
31878,13008.59
18439,10473.66
62758,9106.87
58563,9311.97
32815,12967.2
21980,79619.85
36001,48895.88
53483,20336.69
55542,123299.64
32002,12595.43
30373,13764.33
21011,13354.09
65584,9929.85
64352,9153.85
67588,121785.1
26401,105675.13
65110,295255.75
50705,35327.02
64698,10021.51
31231,12210.05
3367,112442.16
46592,36040.53
56383,118979.76
21814,13014.09
7461,82589.9
29627,14037.56
30307,12356.56
58726,9398.28
28883,10393.21
65851,121581.92
17078,110463.99
67082,9313.55
63701,9878.73
49169,9363.57
33522,13422.38
53233,9336.03
64468,9075.29
23356,13016.31
34371,12487.6
40343,13368.93
19791,17509.08
45696,35625.1
55599,123433.06
68420,121789.27
62539,296285.34
17726,83242.74
63956,52257.06
63120,46126.53
16173,104872.42
34318,47737.94
27017,11883.78
11935,116163.59
42158,9096.55
38443,32808.92
10810,101113.34
47353,36146.38
33815,14337.14
32341,38917.03
51342,418645.84
35655,11068.64
56699,9203.15
6107,17714.43
64847,55808.4
22231,135021.42
53062,421998.16
1979,17121.67
39821,14163.69
2002,11303.63
19804,17099.22
59781,125386.77
63204,44711.45
38709,13134.54
47584,42493.38
7658,94888.37
12463,108717.98
18315,10955.4
15816,12360.99
5240,17479.43
2957,11974.87
26230,106782.98
24252,17053.4
479,87639.21
25205,12297.07
19230,7951.2
8723,18853.26
61737,295216.06
47520,43266.35
65303,9234.64
23631,76148.78
31898,12556.31
17682,83333.38
44209,20614.49
63572,9178.78
8631,17945.02
3958,87012.17
4042,94652.66
51735,9538.47
47321,35302.76
7500,81900.58
12208,17903.95
40326,13369.86
14680,5155.93
18023,17416.04
14489,114929.15
33733,12315.77
58710,9720.66
30112,13171.84
64100,122916.13
23455,8985.4
18206,17099.83
14300,88031.48
5229,17476.35
33708,12555.8
33037,12804.9
8137,12174.64
632,91547.23
65086,296637.16
49140,9324.72
34865,13345.94
23854,88050.7
45910,48840.19
63783,10151.08
35897,49774.74
45446,384412.28
64935,121723.53
25095,17834.57
53588,14420.9
47355,35778.56
9751,10784.83
42622,39084.99
31261,12179.23
62150,9371.8
20156,11279.67
27276,102681.27
11123,111610.25
22825,74263.8
33677,12593.84
9467,17419.59
19603,98806.59
24,17828.54
62306,44341.92
20103,12350.93
19528,86391.73
54614,49882.99
627,89672.68
7014,17751.52
26927,13307.71
57072,46668.68
87,17824.46
22317,5612.85
53161,421964.47
31999,13961.8
11806,104918.02
32681,13436.25
56999,9098.92
37590,39359.12
11621,104960.98
33219,39260.79
24489,102426.03
61647,293824.1
14551,85966.52
10888,104375.32
33281,40254.66
52306,137718.52
30787,47182.64
18921,5835.77
52355,35643.78
40353,13368.75
20180,98789.23
22528,18348.44
22525,5004.7
7423,90433.4
62830,9462.88
39256,33915.5
8468,99251.56
61054,9180.44
40792,16323.14
38134,13091.7
57789,9094.84
66837,298581.47
53596,14587.24
42245,9103.2
31853,13161.41
42346,13056.09
16409,17091.87
56488,284200.7
14583,89491.27
8119,12590.18
53465,9292.22
7780,17605.72
65038,120874.32
11090,111696.96
43644,122382.19
38144,13061.32
61920,9495.66
19174,11679.61
46206,414084.2
2,17828.66
7151,12716.31
19305,94955.72
11148,110605.02
6007,17799.51
61132,9112.1
7871,17957.41
3092,93595.26
40038,12467.19
62565,296811.2
1515,99433.36
41681,22379.05
52616,35114.75
30155,12906.08
64604,9415.59
57924,47480.08
9782,10903.43
23417,4829.15
3598,18527.43
16479,18006.52
36923,13380.33
16924,106420.88
42709,39138.2
15620,17333.84
11592,100014.1
7883,17943.13
37616,50200.92
1044,17956.36
2338,106715.95
40811,24337.82
22163,101327.09
30357,12808.66
59221,9195.32
6641,105637.41
11285,17432.26
36455,11959.94
63151,51591.01
3346,112229.64
58213,292108.9
59225,9194.7
45349,384588.84
56461,119014.9
9432,89833.57
68207,10725.43
16960,105871.23
59776,125586.52
28926,38930.94
40643,12856.01
27475,12501.31
46699,42938.18
45814,42249.36
57577,9193.13
8878,13378.57
55056,9293.17
42321,9032.32
54472,42396.5
9731,10768.56
24895,18157.26
47967,415335.56
67154,9295.16
44169,13099.41
1981,16836.34
34853,13386.02
32884,12641.2
3301,112455.22
30301,12316.92
13372,100269.55
24345,11872.63
3021,90669.13
17176,5459.82
54774,421298.47
12157,17747.43
61339,9490.86
43119,9241.15
64194,122369.59
66447,11302.56
4158,173176.16
26904,13243.28
45338,384587.75
59700,48075.49
31820,13200.22
9468,17419.82
45896,41405.73
2980,11761.65
11346,17135.47
56403,119283.37
41929,82372.04
57219,123863.62
58872,57020.16
45424,383543.38
27838,12202.18
13806,8771.39
59940,302366.78
3692,18021.8
16018,106308.62
33910,14560.02
25155,16418.23
16693,12389.45
55553,123304.34
7571,84815.04
53488,14520.25
51288,124563.73
51811,14527.23
18238,17272.16
66887,299537.84
5528,11640.54
60861,287694.66
5612,75527.78
43479,41552.3
19733,104964.88
61558,121788.45
38202,12378.08
46683,42583.59
37545,39746.04
42705,40524.05
55798,8868.69
19932,18085.78
4043,94490.07
19457,85662.7
14926,3827.64
15319,98787.73
28025,11807.95
60599,55726.79
22816,72972.8
998,17664.57
33773,13432.26
384,12608.46
43053,9243.61
58117,120490.74
2177,88238.03
21438,86306.56
4944,105454.22
5047,103263.78
12925,17775.08
58029,47713.42
30733,37662.63
54038,187810.88
5604,75626.21
24017,102196.71
1827,17848.57
7292,12411.12
26220,103887.6
46391,35849.54
29291,12955.75
24047,18372.58
14763,7863.94
64131,123162.32
53114,420585.1
27863,12008.63
44968,42806.88
39452,49196.72
67669,301074.62
7156,12610.07
55526,123258.96
36314,12350.47
41591,13156.9
52397,35639.86
26628,17121.0
44162,12881.8
1268,12823.09
41825,38004.76
1220,12792.6
52431,35609.9
48316,9521.14
38337,33473.83
52917,125884.8
18941,5152.04
38828,12520.7
11426,16671.12
29113,48645.48
58739,9383.74
28474,12902.98
65257,9247.79
53853,59630.92
41454,9161.8
24279,17923.4
48596,22168.54
39069,10394.53
5218,17474.82
20097,11612.08
19144,4757.4
53417,9538.49
67840,9161.77
10141,89156.49
13362,100176.17
50793,35929.92
9872,74097.26
58230,294891.2
29847,36869.41
35455,12606.98
47419,36129.74
53683,20559.78
37830,13005.07
10236,97609.67
3954,88499.32
25447,103708.08
7764,17606.76
50914,43363.88
10047,88659.38
56328,48029.27
15984,97386.84
26985,12376.62
14263,81464.84
4858,84914.27
7709,89545.55
48066,9571.46
42585,19787.6
39580,12992.13
26252,106780.98
17541,4407.57
51687,9607.92
8870,11308.99
22468,7952.11
988,17679.92
33621,12613.3
43703,238690.69
4701,12994.88
12206,17853.76
1617,134585.83
23644,75534.94
18561,90812.16
4048,91440.88
846,86956.27
57463,303959.7
26354,104130.98
45316,122957.2
61003,9197.81
39233,34035.48
3585,18007.57
51036,42820.31
63542,9187.19
51280,124175.16
28490,12969.44
14140,4379.46
34091,40223.67
30892,12442.42
20958,9485.32
52456,35471.26
68480,120842.96
1147,13058.59
4935,105112.36
10638,11892.43
45557,35500.9
22922,81106.89
50515,391769.0
68421,121640.66
63468,297527.2
12450,103116.77
9793,10899.43
65820,121428.34
61523,121377.38
57955,47570.86
39320,34778.67
67463,53798.35
3998,88702.46
58299,296486.3
51196,125089.88
8557,100491.34
48864,90696.46
36622,35185.49
5169,17474.72
47995,414006.1
36992,13346.36
62804,9457.76
1354,82148.75
30634,37777.19
63431,296932.6
40120,38222.88
29539,13143.69
23604,76895.36
48371,14371.05
15999,87251.93
24804,101757.08
23703,77022.92
5736,102236.25
45977,48760.42
62549,296116.8
57466,301430.03
13047,18096.15
21507,13350.16
59682,40057.76
41070,48995.92
29425,13902.36
28228,49714.98
39476,13134.4
13896,6510.26
3868,86835.9
33765,12951.48
8803,17589.59
59164,294428.34
12674,107919.5
21837,10222.92
26059,11504.97
58636,9416.9
37965,12637.08
3811,12424.89
18639,103566.19
63550,9186.17
31880,13008.76
9333,87852.97
13317,100265.91
47503,42860.82
12425,12711.1
66579,42485.36
48674,39216.04
25823,17690.78
67442,51504.98
61093,9093.11
57830,9101.28
59521,9488.87
6955,17774.41
16402,17741.4
44979,42791.22
66777,122217.59
51051,48682.78
14361,90095.43
78,17823.37
54340,43268.32
26197,106783.55
1124,18134.82
29536,14110.61
12473,103081.73
42903,8995.17
52139,46016.17
53171,421460.3
14086,4304.99
27642,12653.06
25719,108627.41
28606,12348.73
27389,111842.52
10328,17980.45
43004,8975.09
62,17828.01
65379,9352.82
28398,13260.81
10635,11764.22
4082,94901.45
47305,35556.01
27709,12754.25
6449,92668.78
38330,33061.6
18871,108747.92
32851,12864.87
35335,12886.8
14070,12420.74
48575,22214.62
44395,51739.24
24196,17272.15
48448,14274.79
51672,9582.46
17995,87820.22
14332,90054.56
52090,46298.57
66808,299246.72
66744,121931.23
54160,35218.49
53503,14260.33
23000,81512.24
17581,6651.57
4730,102466.05
3842,11576.3
56728,9195.33
23276,17112.26
63736,9328.47
25673,106597.01
47535,42917.31
1713,102164.78
47428,36110.76
52256,140619.02
59383,9130.38
52898,49595.42
36876,51016.49
3037,93578.5
49572,42552.48
10494,16978.78
2682,18022.59
20731,5706.25
40258,47787.51
36266,12386.42
30696,38479.97
11567,13535.91
30714,39189.04
46004,48978.48
3858,12389.59
46935,124502.02
38226,13302.29
53140,422460.12
4754,95476.48
45501,35529.16
18371,10883.47
1802,17974.75
42538,21186.72
44626,35573.71
33033,14519.22
10389,17945.26
58434,8922.39
60413,9707.44
47358,36164.77
28953,40955.56
67402,48369.86
25689,108070.2
43389,20835.72
54531,49230.68
43166,9123.76
688,92209.71
28297,49965.02
47377,35776.62
38043,13108.61
47830,127001.12
37024,13149.37
3887,89229.54
46367,35854.99
28969,39114.4
13408,100021.2
56154,8957.45
50695,35337.56
45886,41934.37
67109,9307.01
57884,9075.84
64566,9318.63
55002,8851.92
4252,83501.16
57046,9048.18
64667,9953.25
3387,110738.04
18972,5154.77
1080,18048.2
3931,89244.17
58263,294919.72
26425,105243.18
38094,14068.98
60089,8946.08
32596,51858.02
20736,17616.94
59536,9488.27
54720,127076.1
57509,9197.37
54835,420233.2
49330,14275.22
57618,9159.01
61969,9502.41
1794,17975.46
28176,49743.95
46437,35731.01
15166,97952.23
11503,14046.2
38019,12621.16
6724,109919.33
45519,35526.92
49597,42669.03
30950,12441.26
55004,8852.12
45075,48755.72
11769,102525.69
51275,124826.83
33706,12578.03
14450,85012.73
6111,17714.01
47478,43108.46
12066,18075.88
37845,12994.6
14683,5152.04
65783,121726.0
33163,12165.65
44278,19772.88
37257,12470.82
37901,12639.77
64056,49262.52
26128,12251.45
13192,15399.74
18241,16693.66
67889,9112.34
58356,8923.11
22582,5045.66
22165,134937.78
42999,8974.53
41578,12954.69
20976,5066.25
54146,35261.11
57998,47617.0
31268,12177.94
51251,125089.31
9840,10716.73
22820,72349.74
67179,9216.35
21276,97079.03
26409,104107.38
19028,4861.02
22135,101493.4
63296,122674.64
14917,12986.98
47070,414493.53
55845,8867.62
2384,106362.18
28053,35641.87
58134,119600.92
6329,15248.5
23366,15343.24
2575,18095.62
64831,43253.41
55135,9248.24
56301,48268.72
54376,43567.29
30735,39533.11
54186,34598.5
57426,301354.56
10730,101312.98
22496,17590.38
37706,49839.25
10509,17024.28
13250,15529.39
40612,14765.46
22651,12212.84
32001,12614.38
5956,95936.91
43260,13019.89
32742,13208.6
18473,90838.6
21644,4756.45
23459,4480.46
52860,50160.65
6196,17947.59
58621,9312.94
28815,10963.08
40033,13522.13
62521,296816.84
60226,9713.1
15699,16818.55
19501,85671.01
55983,9200.06
19878,17958.1
13717,115400.47
17839,80870.78
7176,12639.76
23889,98495.3
44577,164696.56
21408,113929.03
49043,8940.34
61155,9105.17
50893,35551.59
64724,10611.02
13895,9098.95
49815,35680.47
681,91848.9
54142,35261.4
45341,386587.1
23757,87261.7
50256,49813.4
50481,391211.1
41831,36687.72
44716,35462.31
32026,12502.9
51209,124829.2
18395,10777.2
46399,35842.08
61656,292935.94
59728,40065.3
31746,13205.04
30237,12577.1
21185,92408.55
12958,17737.82
2752,17914.16
34392,12485.72
57684,9129.9
25456,103118.64
52510,35721.98
23221,17137.1
19181,3891.43
6715,105815.86
43654,121510.23
22254,107300.77
32030,12451.39
25814,17159.06
53970,182845.36
355,12766.7
9955,77814.25
35721,10862.84
11132,117689.08
46749,42121.5
27617,12703.76
40142,38199.36
46050,126668.63
61654,296916.12
26772,17833.14
52992,126144.14
67521,121943.51
31083,12452.34
55239,8999.46
2806,17846.7
35961,50125.9
38927,12993.95
1932,17246.78
9240,86281.76
3110,90681.16
33228,39760.24
6819,108491.23
9169,83132.52
53594,18380.79
